링크아이디,시점노드,시점노드명,종점노드,종점노드명,도로등급,도로명,연장(M),링크권역
(LINK_ID),(F_NODE),(NODE_NAME),(T_NODE),(NODE_NAME),(ROAD_RANK),(ROAD_NAME),(len),(organ)
1000000301,1000008600,종로구청입구교차로,1000008900,SK빌딩,103,종로,150.9259734,서울특별시
1000000302,1000008900,SK빌딩,1000007700,종로1가,103,종로,110.8662269,서울특별시
1000000303,1000007700,종로1가,1000008700,종로1가사거리,103,종로,73.49965485,서울특별시
1000000401,1000008900,SK빌딩,1000008600,종로구청입구교차로,103,종로,150.9259734,서울특별시
1000000402,1000009500,종로1가,1000008900,SK빌딩,103,종로,110.8662297,서울특별시
1000000403,1000008700,종로1가사거리,1000009500,종로1가,103,종로,73.81658135,서울특별시
1000000501,1000009600,종로1가,1000008700,종로1가사거리,103,종로,70.8558132,서울특별시
1000000502,1000009100,종각지하쇼핑센터,1000009600,종로1가,103,종로,186.5511297,서울특별시
1000000503,1000008500,종로2가교차로,1000009100,종각지하쇼핑센터,103,종로,170.3743523,서울특별시
1000000601,1000008700,종로1가사거리,1000007800,종로1가,103,종로,70.85571248,서울특별시
1000000602,1000007800,종로1가,1000009100,종각지하쇼핑센터,103,종로,186.506528,서울특별시
1000000603,1000009100,종각지하쇼핑센터,1000008500,종로2가교차로,103,종로,171.0473556,서울특별시
1000000701,1000008200,구세군회관,1000008100,간단하지만특별한화피디Cafe,103,새문안로,57.83060046,서울특별시
1000000702,1000007900,새문안교회,1000008200,구세군회관,103,새문안로,163.5622502,서울특별시
1000000703,1000008300,신문로1가120,1000007900,새문안교회,103,새문안로,47.62698114,서울특별시
1000000801,1000008100,간단하지만특별한화피디Cafe,1000008200,구세군회관,103,새문안로,55.5845179,서울특별시
1000000802,1000008200,구세군회관,1000007900,새문안교회,103,새문안로,163.5623502,서울특별시
1000000803,1000007900,새문안교회,1000008300,신문로1가120,103,새문안로,47.62698114,서울특별시
1000000901,1000008400,신문로1가141,1000008300,신문로1가120,103,새문안로,52.49724058,서울특별시
1000000902,1000009300,세종로208,1000008400,신문로1가141,103,새문안로,60.72319605,서울특별시
1000000903,1000009000,세종대로사거리,1000009300,세종로208,103,새문안로,79.13000377,서울특별시
1000001001,1000008300,신문로1가120,1000008400,신문로1가141,103,새문안로,52.49734057,서울특별시
1000001002,1000008400,신문로1가141,1000007600,세종로208,103,새문안로,60.72319506,서울특별시
1000001003,1000007600,세종로208,1000009000,세종대로사거리,103,새문안로,79.13000477,서울특별시
1000001101,1000009400,기업은행,1000008500,종로2가교차로,103,종로,154.0367585,서울특별시
1000001102,1000009800,종로3가사거리,1000009400,기업은행,103,종로,239.9062796,서울특별시
1000001201,1000008500,종로2가교차로,1000009400,기업은행,103,종로,154.5071986,서울특별시
1000001202,1000009400,기업은행,1000009800,종로3가사거리,103,종로,239.9063794,서울특별시
1000001301,1000009700,종로1가1-3,1000009000,세종대로사거리,103,종로,70.35982259,서울특별시
1000001302,1000008800,광화문우체국,1000009700,종로1가1-3,103,종로,72.48960506,서울특별시
1000001303,1000008600,종로구청입구교차로,1000008800,광화문우체국,103,종로,71.16811522,서울특별시
1000001401,1000009000,세종대로사거리,1000008000,종로1가1-3,103,종로,70.35972471,서울특별시
1000001402,1000008000,종로1가1-3,1000008800,광화문우체국,103,종로,72.36418874,서울특별시
1000001403,1000008800,광화문우체국,1000008600,종로구청입구교차로,103,종로,71.16811417,서울특별시
1000001501,1000010000,종묘공원,1000009800,종로3가사거리,103,종로,145.3045274,서울특별시
1000001502,1000010100,세운상가,1000010000,종묘공원,103,종로,111.8661122,서울특별시
1000001503,1000010500,종묘귀금속전문백화점,1000010100,세운상가,103,종로,123.0528761,서울특별시
1000001504,1000010900,종로4가,1000010500,종묘귀금속전문백화점,103,종로,59.61408457,서울특별시
1000001505,1000011000,종로4가사거리,1000010900,종로4가,103,종로,70.82809716,서울특별시
1000001601,1000009800,종로3가사거리,1000010000,종묘공원,103,종로,145.3045274,서울특별시
1000001602,1000010000,종묘공원,1000010100,세운상가,103,종로,111.8661183,서울특별시
1000001603,1000010100,세운상가,1000010500,종묘귀금속전문백화점,103,종로,123.2250112,서울특별시
1000001604,1000010500,종묘귀금속전문백화점,1000010400,종로4가,103,종로,53.93266547,서울특별시
1000001605,1000010400,종로4가,1000011000,종로4가사거리,103,종로,76.44523175,서울특별시
1000001700,1000011200,종로5가사거리,1000011000,종로4가사거리,103,종로,368.4737585,서울특별시
1000001801,1000011000,종로4가사거리,1000031300,종로4가,103,종로,75.00469277,서울특별시
1000001802,1000031300,종로4가,1000011200,종로5가사거리,103,종로,166.0776446,서울특별시
1000001901,1000011400,종로6가,1000011200,종로5가사거리,103,종로,422.7547559,서울특별시
1000001902,1000011700,흥인지문사거리,1000011400,종로6가,103,종로,209.2726665,서울특별시
1000002001,1000011200,종로5가사거리,1000011400,종로6가,103,종로,422.6389991,서울특별시
1000002002,1000011400,종로6가,1000011300,동대문역10번출구,103,종로,125.909832,서울특별시
1000002003,1000011300,동대문역10번출구,1000011700,흥인지문사거리,103,종로,100.1280058,서울특별시
1000002100,1000014100,동묘앞역사거리,1000011700,흥인지문사거리,103,종로,611.8091717,서울특별시
1000002201,1000011700,흥인지문사거리,1000014100,동묘앞역사거리,103,종로,610.9803339,서울특별시
1000002301,1000014700,아람보습학원,1000014100,동묘앞역사거리,103,종로,173.9864598,서울특별시
1000002302,1000017700,신설동역11번출구,1000014700,아람보습학원,103,종로,485.908826,서울특별시
1000002303,1000001300,신설동역교차로,1000017700,신설동역11번출구,103,종로,80.63990703,서울특별시
1000002401,1000014100,동묘앞역사거리,1000014700,아람보습학원,103,종로,173.9864905,서울특별시
1000002402,1000014700,아람보습학원,1000017400,신설동역11번출구,103,종로,459.6187738,서울특별시
1000002404,1000017400,신설동역11번출구,1000001300,신설동역교차로,103,종로,80.72715826,서울특별시
1000002501,1000028700,정릉터널남측,1000001400,홍지문터널북측,102,내부순환도로,211.3774839,서울특별시
1000002502,1000029400,종로구-성북구,1000028700,정릉터널남측,102,내부순환도로,1067.13667,서울특별시
1000002601,1000001400,홍지문터널북측,1000028700,정릉터널남측,102,내부순환도로,197.0073136,서울특별시
1000002602,1000028700,정릉터널남측,1000029400,종로구-성북구,102,내부순환도로,1073.972429,서울특별시
1000002701,1000006600,전태일기념관,1010032700,청계2가,104,청계천로,166.2995722,서울특별시
1000002702,1000001600,청계3가사거리,1000006600,전태일기념관,104,청계천로,247.2514709,서울특별시
1000002801,1010032100,청계2가교차로,1010032200,북해빙수수표점,104,청계천로,166.7420257,서울특별시
1000002802,1010032200,북해빙수수표점,1010032600,청계3가사거리,104,청계천로,251.5181508,서울특별시
1000002901,1010033400,광교사거리,1010032500,삼일교,104,청계천로,282.9260951,서울특별시
1000002902,1010032500,삼일교,1010032100,청계2가교차로,104,청계천로,159.2072011,서울특별시
1000003001,1000006700,동광빌딩,1010033700,광교사거리,104,청계천로,265.8562637,서울특별시
1000003002,1010032700,청계2가,1000006700,동광빌딩,104,청계천로,177.1517338,서울특별시
1000003101,1000006800,세운교,1000001600,청계3가사거리,104,청계천로,275.7896477,서울특별시
1000003102,1010034000,청계4가사거리,1000006800,세운교,104,청계천로,248.9250184,서울특별시
1000003201,1010032600,청계3가사거리,1000006800,세운교,104,청계천로,276.9099792,서울특별시
1000003202,1000006800,세운교,1010033500,청계4가사거리,104,청계천로,249.7708966,서울특별시
1000003301,1010034100,모전교남측,1010033800,효령빌딩,104,청계천로,47.56611667,서울특별시
1000003302,1010033800,효령빌딩,1010033400,광교사거리,104,청계천로,260.4340129,서울특별시
1000003400,1010033700,광교사거리,1010034300,무교동사거리,104,청계천로,310.6079804,서울특별시
1000003501,1120008500,서대문역,1010027000,서대문역사거리,104,통일로,83.09282351,서울특별시
1000003502,1120009400,롯데리아,1120008500,서대문역,104,통일로,122.6663777,서울특별시
1000003503,1120010000,금화초교앞,1120009400,롯데리아,104,통일로,193.7645523,서울특별시
1000003504,1120011300,교남동사무소,1120010000,금화초교앞,104,통일로,331.9869128,서울특별시
1000003505,1120011800,독립문역,1120011300,교남동사무소,104,통일로,121.805895,서울특별시
1000003506,1120012200,독립문역앞교차로,1120011800,독립문역,104,통일로,78.62615778,서울특별시
1000003601,1010027000,서대문역사거리,1120008600,서대문역,104,통일로,78.67184182,서울특별시
1000003602,1120008600,서대문역,1120009400,롯데리아,104,통일로,122.8306651,서울특별시
1000003603,1120009400,롯데리아,1120010000,금화초교앞,104,통일로,193.7646925,서울특별시
1000003604,1120010000,금화초교앞,1120011300,교남동사무소,104,통일로,332.4667764,서울특별시
1000003605,1120011300,교남동사무소,1120011900,독립문역,104,통일로,121.8058174,서울특별시
1000003606,1120011900,독립문역,1120012200,독립문역앞교차로,104,통일로,78.62623529,서울특별시
1000003700,1000002000,청계광장,1010034100,모전교남측,104,청계천로,194.4352587,서울특별시
1000003801,1000007000,동아일보사,1000031000,청계광장,104,청계천로,117.2646923,서울특별시
1000003802,1010034300,무교동사거리,1000007000,동아일보사,104,청계천로,76.36934516,서울특별시
1000003900,1000008500,종로2가교차로,1010032700,청계2가,104,삼일대로,213.76001,서울특별시
1000004000,1010032700,청계2가,1000008500,종로2가교차로,104,삼일대로,213.76011,서울특별시
1000004101,1010034200,속성변화점,1010036200,청계광장,104,세종대로21길,75.77114554,서울특별시
1000004102,1010034500,삼원약국,1010034200,속성변화점,104,세종대로21길,54.66943817,서울특별시
1000004103,1000008400,신문로1가141,1010034500,삼원약국,104,세종대로21길,81.17142113,서울특별시
1000004201,1010036200,청계광장,1010034200,속성변화점,104,세종대로21길,72.25137394,서울특별시
1000004202,1010034200,속성변화점,1010034500,삼원약국,104,세종대로21길,50.44184022,서울특별시
1000004203,1010034500,삼원약국,1000008400,신문로1가141,104,세종대로21길,81.17142113,서울특별시
1000004300,1010035000,청계5가,1010034000,청계4가사거리,104,청계천로,372.1865593,서울특별시
1000004400,1010033500,청계4가사거리,1010034600,청계5가교차로,104,청계천로,372.5011049,서울특별시
1000004501,1000001600,청계3가사거리,1010032600,청계3가사거리,104,충무로,32.94196184,서울특별시
1000004502,1000009800,종로3가사거리,1000001600,청계3가사거리,104,돈화문로,211.9533005,서울특별시
1000004601,1010032600,청계3가사거리,1000001600,청계3가사거리,104,충무로,32.94195285,서울특별시
1000004602,1000001600,청계3가사거리,1000009800,종로3가사거리,104,돈화문로,212.1076958,서울특별시
1000004701,1000007200,종로1가,1010033700,광교사거리,104,우정국로,70.57802851,서울특별시
1000004702,1000008700,종로1가사거리,1000007200,종로1가,104,우정국로,74.96982436,서울특별시
1000004801,1010033700,광교사거리,1000007100,종로1가,104,우정국로,35.64743002,서울특별시
1000004802,1000007100,종로1가,1000008700,종로1가사거리,104,우정국로,74.96992326,서울특별시
1000004900,1000008600,종로구청입구교차로,1010034300,무교동사거리,104,무교로,102.4930856,서울특별시
1000005000,1010034300,무교동사거리,1000008600,종로구청입구교차로,104,무교로,103.3795209,서울특별시
1000005101,1000007300,세종로1-80,1010036200,청계광장,104,세종대로,62.48302239,서울특별시
1000005102,1000009000,세종대로사거리,1000007300,세종로1-80,104,세종대로,71.99793157,서울특별시
1000005202,1000007400,세종로1-80,1000009000,세종대로사거리,104,세종대로,44.32616394,서울특별시
1000005203,1000002000,청계광장,1000031000,청계광장,104,세종대로,42.69950679,서울특별시
1000005204,1000031000,청계광장,1000007400,세종로1-80,104,세종대로,18.61727862,서울특별시
1000005301,1000031400,버들다리북측,1010035000,청계5가,104,청계천로,417.4875666,서울특별시
1000005302,1010035100,청계6가사거리,1000031400,버들다리북측,104,청계천로,260.6060591,서울특별시
1000005401,1010034600,청계5가교차로,1010034900,버들다리남측,104,청계천로,404.7925903,서울특별시
1000005402,1010034900,버들다리남측,1010034700,청계6가사거리,104,청계천로,275.2808676,서울특별시
1000005501,1000009200,종로4가,1010034000,청계4가사거리,104,창경궁로,138.5365857,서울특별시
1000005502,1000011000,종로4가사거리,1000009200,종로4가,104,창경궁로,63.79507749,서울특별시
1000005601,1010034000,청계4가사거리,1000031200,종로4가,104,창경궁로,138.8277104,서울특별시
1000005602,1000031200,종로4가,1000011000,종로4가사거리,104,창경궁로,63.58598728,서울특별시
1000005700,1010035200,청계7가사거리,1010035100,청계6가사거리,104,청계천로,546.2622111,서울특별시
1000005800,1010034700,청계6가사거리,1010005300,신평화시장,104,청계천로,217.409455,서울특별시
1000005900,1000011200,종로5가사거리,1010035000,청계5가,104,동호로,132.7656753,서울특별시
1000006000,1010035000,청계5가,1000011200,종로5가사거리,104,동호로,132.7656753,서울특별시
1000006101,1000009900,흥인지문,1010035100,청계6가사거리,104,율곡로,89.92797035,서울특별시
1000006102,1000011700,흥인지문사거리,1000009900,흥인지문,104,율곡로,86.99924755,서울특별시
1000006200,1010035100,청계6가사거리,1000011700,흥인지문사거리,104,율곡로,168.6703113,서울특별시
1000006301,1000006900,강북삼성병원뒤,1010032800,정동사거리,104,송월길,175.6185484,서울특별시
1000006302,1000007500,서울시교육위원회입구,1000006900,강북삼성병원뒤,104,송월길,188.0933237,서울특별시
1000006303,1000011800,행촌빌딩,1000007500,서울시교육위원회입구,104,송월길,359.1399652,서울특별시
1000006304,1000012600,독립문역,1000011800,행촌빌딩,104,송월길,166.4479645,서울특별시
1000006401,1010032800,정동사거리,1000006900,강북삼성병원뒤,104,송월길,171.1398515,서울특별시
1000006402,1000006900,강북삼성병원뒤,1000007500,서울시교육위원회입구,104,송월길,180.180499,서울특별시
1000006403,1000007500,서울시교육위원회입구,1000011800,행촌빌딩,104,송월길,372.7163536,서울특별시
1000006404,1000011800,행촌빌딩,1000012600,독립문역,104,송월길,151.930932,서울특별시
1000006501,1000010800,종로1가,1000008700,종로1가사거리,104,우정국로,64.44480209,서울특별시
1000006502,1000012400,조계사앞교차로,1000010800,종로1가,104,우정국로,147.375005,서울특별시
1000006601,1000008700,종로1가사거리,1000010700,종로1가,104,우정국로,64.87382015,서울특별시
1000006602,1000010700,종로1가,1000012400,조계사앞교차로,104,우정국로,147.9910196,서울특별시
1000006701,1000002500,종로구청앞교차로,1000008601,KT광화문빌딩East,104,종로3길,134.1673572,서울특별시
1000006702,1000008601,KT광화문빌딩East,1000008600,종로구청입구교차로,104,종로3길,115.7955478,서울특별시
1000006801,1000008600,종로구청입구교차로,1000008601,KT광화문빌딩East,104,종로3길,117.0621086,서울특별시
1000006802,1000008601,KT광화문빌딩East,1000002500,종로구청앞교차로,104,종로3길,136.0075252,서울특별시
1000006901,1000011500,탑골공원,1000008500,종로2가교차로,104,삼일대로,98.99735878,서울특별시
1000006902,1000002700,낙원상가앞교차로,1000011500,탑골공원,104,삼일대로,170.9233384,서울특별시
1000007001,1000008500,종로2가교차로,1000011500,탑골공원,104,삼일대로,98.99725881,서울특별시
1000007002,1000011500,탑골공원,1000002700,낙원상가앞교차로,104,삼일대로,169.0560538,서울특별시
1000007100,1000013300,초동교회,1000009800,종로3가사거리,104,돈화문로,247.863794,서울특별시
1000007200,1000009800,종로3가사거리,1000013300,초동교회,104,돈화문로,249.832044,서울특별시
1000007301,1000012000,로얄빌딩앞,1000008300,신문로1가120,104,새문안로5길,163.7430847,서울특별시
1000007303,1000015500,정부중앙청사별관,1000012001,도렴동82-6,104,새문안로5길,121.004495,서울특별시
1000007304,1000012001,도렴동82-6,1000012000,로얄빌딩앞,104,새문안로5길,156.0130168,서울특별시
1000007401,1000008300,신문로1가120,1000012000,로얄빌딩앞,104,새문안로5길,164.3222498,서울특별시
1000007403,1000012000,로얄빌딩앞,1000012001,도렴동82-6,104,새문안로5길,156.2792059,서울특별시
1000007404,1000012001,도렴동82-6,1000015500,정부중앙청사별관,104,새문안로5길,121.1730886,서울특별시
1000007501,1000002500,종로구청앞교차로,1000013000,석탄회관,104,삼봉로,76.57193339,서울특별시
1000007502,1000013000,석탄회관,1000012400,조계사앞교차로,104,삼봉로,263.987028,서울특별시
1000007601,1000013000,석탄회관,1000002500,종로구청앞교차로,104,삼봉로,82.30837703,서울특별시
1000007602,1000012400,조계사앞교차로,1000013000,석탄회관,104,삼봉로,260.9838794,서울특별시
1000007701,1000002700,낙원상가앞교차로,1000013200,낙원상가,104,수표로,81.4891389,서울특별시
1000007702,1000013200,낙원상가,1000013300,초동교회,104,돈화문로11길,252.4569381,서울특별시
1000007801,1000013200,낙원상가,1000002700,낙원상가앞교차로,104,수표로,75.2497633,서울특별시
1000007802,1000013300,초동교회,1000013200,낙원상가,104,돈화문로11길,251.651371,서울특별시
1000007901,1000012700,독립문역,1120012200,독립문역앞교차로,103,사직로,74.19983149,서울특별시
1000007903,1000012900,현저고가차도동측,1000012700,독립문역,103,사직로,194.9225183,서울특별시
1000007904,1000013100,사직터널남측,1000012900,현저고가차도동측,103,사직로,49.93326181,서울특별시
1000007907,1000016600,사직삼거리,1000016300,사직주유소,103,사직로,58.51236242,서울특별시
1000008001,1120012200,독립문역앞교차로,1000012600,독립문역,103,사직로,93.84780273,서울특별시
1000008003,1000012600,독립문역,1000012900,현저고가차도동측,103,사직로,188.8639825,서울특별시
1000008004,1000012900,현저고가차도동측,1000013100,사직터널남측,103,사직로,51.80583475,서울특별시
1000008007,1000016300,사직주유소,1000016600,사직삼거리,103,사직로,59.77491366,서울특별시
1000008101,1000010600,박시우치과의원,1000008100,간단하지만특별한화피디Cafe,104,경희궁길,58.30657417,서울특별시
1000008102,1000012200,세종로복지센타,1000010600,박시우치과의원,104,경희궁1길,151.642412,서울특별시
1000008103,1000014800,축구회관,1000012200,세종로복지센타,104,경희궁길,305.3193333,서울특별시
1000008104,1000015200,광화문풍림스페이스본,1000014800,축구회관,104,경희궁길,92.7781975,서울특별시
1000008105,1000016300,사직주유소,1000015200,광화문풍림스페이스본,104,경희궁길,63.68221737,서울특별시
1000008201,1000008100,간단하지만특별한화피디Cafe,1000010600,박시우치과의원,104,경희궁길,58.30647524,서울특별시
1000008202,1000010600,박시우치과의원,1000012200,세종로복지센타,104,경희궁길,162.7949431,서울특별시
1000008203,1000012200,세종로복지센타,1000014800,축구회관,104,경희궁길,312.1421379,서울특별시
1000008204,1000014800,축구회관,1000015200,광화문풍림스페이스본,104,경희궁길,90.16563399,서울특별시
1000008205,1000015200,광화문풍림스페이스본,1000016300,사직주유소,104,경희궁길,62.90847311,서울특별시
1000008305,1000016700,광화문,1000030900,세종로공원,103,세종대로,52.12904418,서울특별시
1000008403,1000010300,세종로1-68,1000013700,미국대사관,103,세종대로,219.6868147,서울특별시
1000008404,1000013700,미국대사관,1000031100,대한민국역사박물관,103,세종대로,192.8538101,서울특별시
1000008405,1000031100,대한민국역사박물관,1000016900,광화문,103,세종대로,73.99829484,서울특별시
1000008406,1000016900,광화문,1000003600,광화문교차로,103,세종대로,101.7622828,서울특별시
1000008501,1000002500,종로구청앞교차로,1000013500,서울소방본부,104,삼봉로,60.76973929,서울특별시
1000008502,1000013500,서울소방본부,1000016100,정부합동민원실,104,종로1길,200.1601613,서울특별시
1000008601,1000013500,서울소방본부,1000002500,종로구청앞교차로,104,삼봉로,65.00621685,서울특별시
1000008602,1000016100,정부합동민원실,1000013500,서울소방본부,104,종로1길,199.9931349,서울특별시
1000008701,1000011600,종로4가,1000011000,종로4가사거리,104,창경궁로,62.22378502,서울특별시
1000008702,1000014500,서울특별시재향군인회,1000011600,종로4가,104,창경궁로,240.840937,서울특별시
1000008703,1000019600,원남동사거리,1000014500,서울특별시재향군인회,104,창경궁로,283.8563425,서울특별시
1000008801,1000011000,종로4가사거리,1000014500,서울특별시재향군인회,104,창경궁로,291.0543742,서울특별시
1000008802,1000014500,서울특별시재향군인회,1000019600,원남동사거리,104,창경궁로,284.1175788,서울특별시
1000008901,1000020700,이화사거리,1000014400,기독교회관,104,대학로,320.8402775,서울특별시
1000008902,1000014400,기독교회관,1000011200,종로5가사거리,104,대학로,254.4593125,서울특별시
1000009001,1000014400,기독교회관,1000020700,이화사거리,104,대학로,318.982241,서울특별시
1000009002,1000011200,종로5가사거리,1000014400,기독교회관,104,대학로,254.4593125,서울특별시
1000009101,1000017300,안국동사거리,1000012400,조계사앞교차로,104,우정국로,334.4726874,서울특별시
1000009102,1000017900,안국동로터리,1000017300,안국동사거리,104,우정국로,78.68126656,서울특별시
1000009201,1000012400,조계사앞교차로,1000017900,안국동로터리,104,우정국로,397.1654678,서울특별시
1000009300,1000015500,정부중앙청사별관,1000015300,종교교회,104,사직로8길,91.30802436,서울특별시
1000009400,1000015300,종교교회,1000015500,정부중앙청사별관,104,사직로8길,91.30812427,서울특별시
1000009501,1000014000,이대병원후문,1000011700,흥인지문사거리,104,율곡로,234.3806841,서울특별시
1000009502,1000014300,대광빌딩,1000014000,이대병원후문,104,율곡로,23.34491676,서울특별시
1000009503,1000014900,서울복음교회,1000014300,대광빌딩,104,율곡로,50.15695302,서울특별시
1000009504,1000015600,서로사랑선교회,1000014900,서울복음교회,104,율곡로,81.77934366,서울특별시
1000009505,1000020700,이화사거리,1000015600,서로사랑선교회,104,율곡로,471.7687747,서울특별시
1000009601,1000011700,흥인지문사거리,1000014000,이대병원후문,104,율곡로,234.3807442,서울특별시
1000009602,1000014000,이대병원후문,1000014300,대광빌딩,104,율곡로,23.34491676,서울특별시
1000009603,1000014300,대광빌딩,1000020700,이화사거리,104,율곡로,602.3489392,서울특별시
1000009700,1000003000,서울지방국세청,1000016100,정부합동민원실,104,종로5길,71.88357468,서울특별시
1000009800,1000016100,정부합동민원실,1000003000,서울지방국세청,104,종로5길,71.88367421,서울특별시
1000009901,1000015900,중앙지하차도서측,1000015500,정부중앙청사별관,104,사직로8길,101.7279761,서울특별시
1000009902,1000030900,세종로공원,1000015900,중앙지하차도서측,104,사직로8길,88.44456883,서울특별시
1000009903,1000016200,중앙지하차도동측,1000031100,대한민국역사박물관,104,사직로8길,75.61105373,서울특별시
1000009904,1000016100,정부합동민원실,1000016200,중앙지하차도동측,104,사직로8길,42.17484566,서울특별시
1000010001,1000015500,정부중앙청사별관,1000015900,중앙지하차도서측,104,사직로8길,101.7278826,서울특별시
1000010002,1000015900,중앙지하차도서측,1000030900,세종로공원,104,사직로8길,88.24357099,서울특별시
1000010003,1000031100,대한민국역사박물관,1000016200,중앙지하차도동측,104,사직로8길,75.03081441,서울특별시
1000010004,1000016200,중앙지하차도동측,1000016100,정부합동민원실,104,사직로8길,42.17494553,서울특별시
1000010101,1000017800,사직공원앞교차로,1000016500,인왕빌딩,104,사직로8길,169.7630399,서울특별시
1000010102,1000016500,인왕빌딩,1000015400,서울지방경찰청,104,사직로8길,217.897552,서울특별시
1000010103,1000015400,서울지방경찰청,1000015300,종교교회,104,사직로8길,68.07449205,서울특별시
1000010201,1000016500,인왕빌딩,1000017800,사직공원앞교차로,104,사직로8길,168.9867088,서울특별시
1000010202,1000015400,서울지방경찰청,1000016500,인왕빌딩,104,사직로8길,213.5170227,서울특별시
1000010203,1000015300,종교교회,1000015400,서울지방경찰청,104,사직로8길,66.39846171,서울특별시
1000010301,1000014600,종로세무서,1000002700,낙원상가앞교차로,104,삼일대로,102.1004266,서울특별시
1000010302,1000017000,바다와섬여행사진,1000014600,종로세무서,104,삼일대로,193.8956221,서울특별시
1000010303,1000021200,안국역사거리,1000017000,바다와섬여행사진,104,삼일대로,199.14518,서울특별시
1000010401,1000002700,낙원상가앞교차로,1000014600,종로세무서,104,삼일대로,108.2110149,서울특별시
1000010402,1000014600,종로세무서,1000017000,바다와섬여행사진,104,삼일대로,191.8758989,서울특별시
1000010403,1000017000,바다와섬여행사진,1000021200,안국역사거리,104,삼일대로,199.1450559,서울특별시
1000010500,1000019300,정부중앙청사앞교차로,1000015500,정부중앙청사별관,104,새문안로5길,184.595765,서울특별시
1000010600,1000015500,정부중앙청사별관,1000019300,정부중앙청사앞교차로,104,새문안로5길,183.3527523,서울특별시
1000010701,1000016400,원광빌딩,1000013300,초동교회,104,돈화문로,211.873219,서울특별시
1000010702,1000018600,도서출판집문당,1000016400,원광빌딩,104,돈화문로,137.6645562,서울특별시
1000010703,1000021400,창덕궁앞교차로,1000018600,도서출판집문당,104,돈화문로,201.6132423,서울특별시
1000010801,1000013300,초동교회,1000016400,원광빌딩,104,돈화문로,211.7448624,서울특별시
1000010802,1000016400,원광빌딩,1000018600,도서출판집문당,104,돈화문로,137.6645562,서울특별시
1000010803,1000018600,도서출판집문당,1000021400,창덕궁앞교차로,104,돈화문로,201.1850953,서울특별시
1000010901,1000018000,적선현대빌딩,1000015300,종교교회,104,새문안로5가길,151.6367553,서울특별시
1000011001,1000015300,종교교회,1000018000,적선현대빌딩,104,새문안로5가길,161.9845137,서울특별시
1000011101,1000018300,경복궁사거리,1000016100,정부합동민원실,104,종로1길,149.6370577,서울특별시
1000011102,1000019700,경복궁사거리,1000018300,경복궁사거리,104,종로1길,44.00061709,서울특별시
1000011201,1000016100,정부합동민원실,1000018200,경복궁,104,종로1길,130.3214389,서울특별시
1000011202,1000018200,경복궁,1000019700,경복궁사거리,104,종로1길,60.77251722,서울특별시
1000011300,1000020100,사직공원앞,1000016600,사직삼거리,103,사직로,156.0306986,서울특별시
1000011400,1000016600,사직삼거리,1000017800,사직공원앞교차로,103,사직로,132.2440189,서울특별시
1000011501,1000019700,경복궁사거리,1000019400,경복궁,104,율곡로,69.60870621,서울특별시
1000011502,1000019400,경복궁,1000019200,한국일보문화센타,104,율곡로,105.12245,서울특별시
1000011503,1000019200,한국일보문화센타,1000018100,안국동사거리,104,율곡로,72.86520894,서울특별시
1000011504,1000018100,안국동사거리,1000017900,안국동로터리,104,율곡로,93.00586094,서울특별시
1000011601,1000020300,경복궁,1000019700,경복궁사거리,104,율곡로,70.06143378,서울특별시
1000011602,1000019200,한국일보문화센타,1000020300,경복궁,104,율곡로,113.6293235,서울특별시
1000011603,1000017900,안국동로터리,1000019200,한국일보문화센타,104,율곡로,149.9099333,서울특별시
1000011700,1000019800,경복궁역사거리,1000019300,정부중앙청사앞교차로,103,사직로,150.6217015,서울특별시
1000011800,1000019300,정부중앙청사앞교차로,1000019800,경복궁역사거리,103,사직로,150.6216021,서울특별시
1000011900,1000003600,광화문교차로,1000019300,정부중앙청사앞교차로,103,사직로,247.5140705,서울특별시
1000012001,1000019300,정부중앙청사앞교차로,1000018500,광화문,103,사직로,122.1570033,서울특별시
1000012002,1000018500,광화문,1000003600,광화문교차로,103,사직로,138.847949,서울특별시
1000012101,1000020200,경복궁,1000003600,광화문교차로,103,사직로,139.3896788,서울특별시
1000012102,1000019700,경복궁사거리,1000020200,경복궁,104,사직로,75.87607549,서울특별시
1000012201,1000003600,광화문교차로,1000018900,광화문,103,사직로,76.61938777,서울특별시
1000012202,1000018900,광화문,1000019100,경복궁,103,사직로,62.76544175,서울특별시
1000012203,1000019100,경복궁,1000019700,경복궁사거리,104,사직로,76.55132179,서울특별시
1000012302,1000020700,이화사거리,1000019600,원남동사거리,104,율곡로,429.8082186,서울특별시
1000012400,1000019600,원남동사거리,1000020700,이화사거리,104,율곡로,433.20259,서울특별시
1000012501,1000020500,국제로타리3650지구,1000020100,사직공원앞,103,사직로,102.2085574,서울특별시
1000012502,1000019800,경복궁역사거리,1000020500,국제로타리3650지구,103,사직로,242.9711944,서울특별시
1000012602,1000017800,사직공원앞교차로,1000019800,경복궁역사거리,103,사직로,358.3722667,서울특별시
1000012702,1000021200,안국역사거리,1000017900,안국동로터리,104,율곡로,312.4731788,서울특별시
1000012800,1000017900,안국동로터리,1000021200,안국역사거리,104,율곡로,316.9599916,서울특별시
1000012901,1000022400,창신쌍용아파트,1000014100,동묘앞역사거리,104,지봉로,630.7364615,서울특별시
1000012902,1000004800,동망봉터널남측,1000022400,창신쌍용아파트,104,지봉로,98.25736825,서울특별시
